country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
Malaysia,995070617.76,30213017396.5,740453848.8,22482168215.75,1735524466.56,-254616768.96,2023,7,overview
Singapore,731666561.34,24232335064.13,559484393.69,18529770263.27,1291150955.03,-172182167.65,2023,7,overview
Indonesia,728292986.44,23159473643.92,602592186.32,19162230197.15,1330885172.77,-125700800.12,2023,7,overview
Vietnam,446032796.39,15214262760.4,1085805853.85,37037042345.09,1531838650.24,639773057.46,2023,7,overview
Philippines,276112605.05,8852540228.63,578627962.11,18551588078.15,854740567.16,302515357.07,2023,7,overview
Myanmar,237625254.45,7580614096.52,297422666.93,9488244281.13,535047921.38,59797412.48,2023,7,overview
Cambodia,49583736.98,1714020058.74,281173150.02,9719646974.2,330756887.0,231589413.04,2023,7,overview
Brunei Darussalam,45914699.04,1512388433.95,28853988.03,950424127.33,74768687.07,-17060711.01,2023,7,overview
China,4630747422.17,156543394638.13,2858000415.92,96615307680.92,7488747838.09,-1772747006.25,2023,7,overview
Japan,2520097459.73,76133418014.4,2496907142.7,75432826815.66,5017004602.43,-23190317.03,2023,7,overview
"Korea, Republic of",705760556.64,23726635236.7,463147288.02,15570332827.99,1168907844.67,-242613268.62,2023,7,overview
Taiwan,735714617.45,23718305388.67,278103315.77,8965622289.8,1013817933.22,-457611301.68,2023,7,overview
Hong Kong,232358929.87,7762536846.26,935694440.72,31259235773.19,1168053370.59,703335510.85,2023,7,overview
India,578662011.81,20002052912.47,659638510.17,22801089607.04,1238300521.98,80976498.36,2023,7,overview
Bangladesh,48846325.1,1508694896.4,27025044.04,834710613.93,75871369.14,-21821281.07,2023,7,overview
Pakistan,47693341.91,1666539413.8,24657691.48,861609043.5,72351033.4,-23035650.43,2023,7,overview
Sri Lanka,46061634.82,1486854756.18,30677197.4,990250064.77,76738832.22,-15384437.42,2023,7,overview
Germany,476703762.69,15699015118.03,379585885.87,12500687066.63,856289648.56,-97117876.82,2023,7,overview
United Kingdom,225257022.42,7120544571.24,336922850.62,10650385720.03,562179873.03,111665828.2,2023,7,overview
France,168605765.75,5747897343.29,205226214.94,6996315994.01,373831980.69,36620449.19,2023,7,overview
Netherlands,187650648.02,6117101825.06,370182387.6,12067335672.15,557833035.62,182531739.58,2023,7,overview
Italy,51604758.69,1623634013.94,28393285.95,893334374.75,79998044.64,-23211472.74,2023,7,overview
Spain,53566016.72,1757954629.77,30219192.3,991747609.07,83785209.01,-23346824.42,2023,7,overview
Belgium,49381439.37,1691004358.38,27095704.31,927857807.78,76477143.68,-22285735.06,2023,7,overview
Switzerland,301919786.85,10406839805.96,25715645.01,886389729.35,327635431.86,-276204141.84,2023,7,overview
Sweden,45734619.32,1416850343.34,28464894.74,881837358.27,74199514.06,-17269724.58,2023,7,overview
Poland,53565370.12,1751532546.87,30666786.4,1002772395.17,84232156.52,-22898583.72,2023,7,overview
Russian Federation,270934812.81,9746529213.07,30306313.77,1090230411.65,301241126.58,-240628499.04,2023,7,overview
United States of America,1205456918.92,38112296137.44,3505582717.33,110834161354.19,4711039636.25,2300125798.41,2023,7,overview
Canada,43607622.5,1467947739.95,168911812.64,5686017705.15,212519435.14,125304190.14,2023,7,overview
Brazil,236611266.26,8095391349.78,138298147.42,4731717318.34,374909413.68,-98313118.85,2023,7,overview
Mexico,51267360.13,1645915114.25,122912581.02,3946052114.41,174179941.14,71645220.89,2023,7,overview
Argentina,49728536.08,1581501261.29,26952265.35,857154563.53,76680801.43,-22776270.74,2023,7,overview
Chile,50469206.4,1642653070.74,25111519.84,817320463.85,75580726.24,-25357686.55,2023,7,overview
South Africa,143680813.09,4910253494.08,160287860.36,5477794908.43,303968673.45,16607047.27,2023,7,overview
Nigeria,44542859.29,1461512707.2,124621230.66,4088994624.3,169164089.95,80078371.37,2023,7,overview
Kenya,49172741.84,1576413687.01,29671093.65,951216393.31,78843835.5,-19501648.19,2023,7,overview
Ghana,39000316.89,1291239359.87,28808092.89,953790799.51,67808409.78,-10192223.99,2023,7,overview
Morocco,48741750.5,1577008067.34,27492578.46,889504738.32,76234328.96,-21249172.04,2023,7,overview
Algeria,54164965.91,1847075478.91,24701926.9,842358574.37,78866892.81,-29463039.01,2023,7,overview
Libya,44521486.4,1448032216.9,27247855.9,886218686.15,71769342.29,-17273630.5,2023,7,overview
Tanzania,43667178.71,1532105121.06,29279542.23,1027301005.46,72946720.94,-14387636.48,2023,7,overview
Australia,581056612.02,18315101535.23,752842017.91,23729835807.1,1333898629.93,171785405.88,2023,7,overview
New Zealand,48596147.66,1575922434.52,32830223.18,1064649930.59,81426370.83,-15765924.48,2023,7,overview
Saudi Arabia,1398626534.29,45127914029.51,229545459.64,7406485945.06,1628171993.93,-1169081074.64,2023,8,overview
United Arab Emirates,900241794.79,28566177114.85,198496650.95,6298630568.48,1098738445.74,-701745143.84,2023,8,overview
Kuwait,502496018.65,15766804171.7,30577759.85,959437555.14,533073778.5,-471918258.79,2023,8,overview
Qatar,467643712.65,14443726155.82,32223375.88,995256868.66,499867088.53,-435420336.76,2023,8,overview
Iran,126519946.77,4393307863.42,39281790.99,1364029986.15,165801737.75,-87238155.78,2023,8,overview
Iraq,294089585.87,9961255204.85,29780621.76,1008714309.42,323870207.63,-264308964.11,2023,8,overview
Bahrain,64237613.15,2204307838.11,30682302.29,1052860405.35,94919915.44,-33555310.87,2023,8,overview
Oman,281206483.25,9759181960.52,31729413.53,1101159249.7,312935896.78,-249477069.73,2023,8,overview
Israel,48463189.46,1528565738.59,55596850.39,1753566812.7,104060039.85,7133660.93,2023,8,overview
Jordan,47922222.45,1558130427.44,30154547.78,980436966.76,78076770.23,-17767674.67,2023,8,overview
Lebanon,39616542.8,1318649892.05,31767176.7,1057381113.07,71383719.5,-7849366.1,2023,8,overview
Turkey,46606883.94,1644615151.03,123270543.34,4349842472.32,169877427.27,76663659.4,2023,8,overview
Egypt,37292382.71,1150843906.93,29841933.09,920922836.63,67134315.8,-7450449.62,2023,8,overview
Yemen,49985912.94,1697201183.07,29135153.64,989243055.2,79121066.58,-20850759.29,2023,8,overview
Malaysia,922937863.46,29833456709.91,653814944.37,21134206983.46,1576752807.83,-269122919.09,2023,8,overview
Singapore,794098103.03,24809413880.97,675625452.25,21108061345.7,1469723555.28,-118472650.79,2023,8,overview
Indonesia,728224789.06,24427335521.85,683630726.33,22931486782.72,1411855515.39,-44594062.73,2023,8,overview
Vietnam,461059544.53,15831778013.53,1170412162.89,40189398022.35,1631471707.42,709352618.36,2023,8,overview
Philippines,260090331.21,8655141400.79,545426422.3,18150397159.33,805516753.51,285336091.09,2023,8,overview
Myanmar,286507781.86,10331528152.8,268484486.96,9681604519.28,554992268.82,-18023294.9,2023,8,overview
Cambodia,55774342.41,1815609407.91,286154837.13,9315132943.96,341929179.54,230380494.72,2023,8,overview
Brunei Darussalam,45405445.29,1402570611.2,28682643.12,886004575.84,74088088.41,-16722802.17,2023,8,overview
China,4777350223.21,153273506326.38,3229360216.78,103608766469.09,8006710439.99,-1547990006.42,2023,8,overview
Japan,2828460088.58,94926212453.66,1993210295.82,66894316370.12,4821670384.41,-835249792.76,2023,8,overview
"Korea, Republic of",785338990.49,25660762581.2,483116234.74,15785706744.31,1268455225.23,-302222755.75,2023,8,overview
Taiwan,657172808.36,21658296445.46,349976482.56,11534096225.09,1007149290.92,-307196325.8,2023,8,overview
Hong Kong,295667031.02,10255252639.49,977866945.21,33917452806.18,1273533976.23,682199914.19,2023,8,overview
India,557369280.99,19662668965.99,683315986.37,24105770621.68,1240685267.37,125946705.38,2023,8,overview
Bangladesh,49682739.25,1684762252.29,31850809.92,1080074147.69,81533549.17,-17831929.33,2023,8,overview
Pakistan,40983873.84,1360777905.59,31850514.77,1057525136.58,72834388.6,-9133359.07,2023,8,overview
Sri Lanka,47866883.25,1554837244.28,29489126.91,957881309.58,77356010.16,-18377756.35,2023,8,overview
Germany,489396683.11,17085527467.89,366325647.2,12788944272.31,855722330.31,-123071035.92,2023,8,overview
United Kingdom,238149412.54,7528524804.19,326168529.84,10311038944.57,564317942.38,88019117.31,2023,8,overview
France,196400796.67,6595656645.52,195144623.34,6553471032.71,391545420.01,-1256173.33,2023,8,overview
Netherlands,176466162.97,5988976923.04,293367138.61,9956407469.7,469833301.58,116900975.64,2023,8,overview
Italy,53775609.51,1902804874.4,26471996.92,936689425.59,80247606.43,-27303612.58,2023,8,overview
Spain,49158399.32,1592912891.35,28823704.47,933994008.19,77982103.79,-20334694.86,2023,8,overview
Belgium,42742733.38,1360782897.54,31118887.23,990719268.31,73861620.61,-11623846.14,2023,8,overview
Switzerland,360544400.5,10879616509.7,31128572.38,939321008.84,391672972.89,-329415828.12,2023,8,overview
Sweden,42207925.22,1411429923.09,28798160.67,963008380.39,71006085.89,-13409764.55,2023,8,overview
Poland,49930632.97,1837225326.68,28143690.52,1035562698.3,78074323.48,-21786942.45,2023,8,overview
Russian Federation,283142062.88,9005197400.93,28307530.19,900307409.98,311449593.07,-254834532.69,2023,8,overview
United States of America,1165035112.28,40549474746.2,3227609445.82,112338131558.51,4392644558.1,2062574333.54,2023,8,overview
Canada,42339872.24,1425585844.7,188482930.37,6346230710.53,230822802.61,146143058.13,2023,8,overview
Brazil,251620492.87,8508203744.38,144275545.32,4878480766.44,395896038.18,-107344947.55,2023,8,overview
Mexico,44955930.84,1550482498.37,162171997.07,5593140625.93,207127927.91,117216066.22,2023,8,overview
Argentina,42894971.02,1348172526.34,26359522.25,828469698.42,69254493.26,-16535448.77,2023,8,overview
Chile,50673687.19,1647070342.08,25875876.1,841055594.23,76549563.29,-24797811.1,2023,8,overview
South Africa,149445469.92,4989734856.93,172124051.73,5746934859.47,321569521.65,22678581.82,2023,8,overview
Nigeria,43968299.97,1410511072.49,120849792.04,3876883342.84,164818092.02,76881492.07,2023,8,overview
Kenya,46818395.81,1552245997.26,29388494.64,974364293.85,76206890.45,-17429901.17,2023,8,overview
Ghana,48158877.83,1567604023.24,27108153.8,882388728.02,75267031.63,-21050724.04,2023,8,overview
Morocco,48075063.3,1553122636.49,25667403.35,829216280.24,73742466.65,-22407659.95,2023,8,overview
Algeria,49557425.03,1721370838.66,25892698.27,899379572.42,75450123.3,-23664726.76,2023,8,overview
Libya,52948752.87,1855135244.23,25967188.59,909797571.08,78915941.46,-26981564.27,2023,8,overview
Tanzania,47514547.6,1532582845.64,29805596.79,961380222.59,77320144.39,-17708950.81,2023,8,overview
Australia,619392980.51,19683547138.46,794051736.54,25233987595.04,1413444717.05,174658756.03,2023,8,overview
New Zealand,43586076.58,1450627994.0,25470790.22,847716615.65,69056866.8,-18115286.35,2023,8,overview
Saudi Arabia,1537322638.03,50459584543.44,257758927.3,8460428580.45,1795081565.33,-1279563710.72,2023,9,overview
United Arab Emirates,1067149773.45,37060535407.39,185305067.17,6435371279.42,1252454840.62,-881844706.28,2023,9,overview
Kuwait,565203072.32,17739759949.51,29737318.27,933351061.66,594940390.59,-535465754.05,2023,9,overview
Qatar,503194055.38,17395453250.5,28323525.91,979146247.07,531517581.29,-474870529.47,2023,9,overview
Iran,156097038.62,5121544455.27,37645466.15,1235147893.47,193742504.78,-118451572.47,2023,9,overview
Iraq,327877370.37,10398249268.75,26061493.12,826509928.05,353938863.5,-301815877.25,2023,9,overview
Bahrain,79643219.08,2645972479.47,30165010.34,1002166764.79,109808229.42,-49478208.74,2023,9,overview
Oman,286903238.57,9495152440.14,31594572.66,1045632266.65,318497811.23,-255308665.91,2023,9,overview
Israel,51756755.01,1403456851.91,50456161.78,1368189446.2,102212916.78,-1300593.23,2023,9,overview
Jordan,50112449.07,1637741106.58,26048951.18,851314172.97,76161400.25,-24063497.89,2023,9,overview
Lebanon,47815779.6,1606609947.3,33133566.22,1113287653.57,80949345.82,-14682213.38,2023,9,overview
Turkey,49650167.39,1665899474.01,125474412.78,4210011149.31,175124580.17,75824245.4,2023,9,overview
Egypt,47205906.19,1479214763.54,31920111.39,1000228654.26,79126017.58,-15285794.8,2023,9,overview
Yemen,50267128.98,1674192764.46,25760115.84,857964248.95,76027244.82,-24507013.13,2023,9,overview
Malaysia,995130387.91,30503273184.71,889147255.21,27254621059.23,1884277643.13,-105983132.7,2023,9,overview
Singapore,746312356.33,25003684876.52,678923896.46,22745970930.52,1425236252.79,-67388459.87,2023,9,overview
Indonesia,695895141.22,22347818233.51,678779220.67,21798161455.17,1374674361.88,-17115920.55,2023,9,overview
Vietnam,538805607.52,18083953911.92,1171154015.05,39307488519.55,1709959622.57,632348407.53,2023,9,overview
Philippines,291290770.51,10020610964.52,532347657.36,18313140382.08,823638427.87,241056886.86,2023,9,overview
Myanmar,254863354.74,8022238990.18,348228578.41,10961061397.54,603091933.15,93365223.68,2023,9,overview
Cambodia,52224485.85,1735734048.48,263152485.92,8746141245.97,315376971.77,210928000.07,2023,9,overview
Brunei Darussalam,52827905.83,1727081662.19,24526338.21,801829796.07,77354244.04,-28301567.62,2023,9,overview
China,4679221784.26,157118062031.46,2774899643.44,93175077910.66,7454121427.7,-1904322140.81,2023,9,overview
Japan,3203585278.15,106705754120.26,2326922276.94,77505661557.95,5530507555.09,-876663001.21,2023,9,overview
"Korea, Republic of",791169444.99,24815809769.6,490070697.45,15371550656.49,1281240142.44,-301098747.54,2023,9,overview
Taiwan,746831439.74,25087802379.06,351100160.9,11794269741.79,1097931600.64,-395731278.84,2023,9,overview
Hong Kong,275030893.53,9003355967.67,943997120.8,30902499723.05,1219028014.32,668966227.27,2023,9,overview
India,472848543.22,15177907750.44,593360676.23,19046212018.14,1066209219.45,120512133.01,2023,9,overview
Bangladesh,51048281.4,1606580904.71,27863820.86,876924380.07,78912102.26,-23184460.55,2023,9,overview
Pakistan,45806432.24,1487298738.99,28329034.62,919821418.27,74135466.86,-17477397.62,2023,9,overview
Sri Lanka,57488844.09,1985501473.81,31880467.72,1101060851.71,89369311.81,-25608376.37,2023,9,overview
Germany,535808350.28,16699245807.53,360676977.54,11241022096.57,896485327.82,-175131372.74,2023,9,overview
United Kingdom,223305342.29,7185790020.87,379618848.3,12215835518.82,602924190.58,156313506.01,2023,9,overview
France,176378735.06,5757370844.27,189241979.58,6177254051.42,365620714.64,12863244.52,2023,9,overview
Netherlands,200208720.13,6358174308.24,349886096.01,11111587871.85,550094816.14,149677375.88,2023,9,overview
Italy,51687773.06,1693580147.2,27896616.81,914048983.06,79584389.87,-23791156.25,2023,9,overview
Spain,51692154.36,1661694591.25,27890436.06,896565200.7,79582590.41,-23801718.3,2023,9,overview
Belgium,51319338.75,1663917270.59,27382611.57,887821265.99,78701950.32,-23936727.19,2023,9,overview
Switzerland,409428074.7,13882930866.42,34231225.42,1160716046.05,443659300.13,-375196849.28,2023,9,overview
Sweden,50852747.87,1596278668.1,30648445.32,962061275.56,81501193.2,-20204302.55,2023,9,overview
Poland,49453139.22,1655808641.68,29329989.22,982037750.89,78783128.44,-20123150.0,2023,9,overview
Russian Federation,296740269.39,9653791601.03,30293053.64,985517831.5,327033323.04,-266447215.75,2023,9,overview
United States of America,1181513926.95,38422997232.79,2827962369.35,91965729572.66,4009476296.29,1646448442.4,2023,9,overview
Canada,54452067.51,1795209437.18,200998914.77,6626656528.54,255450982.27,146546847.26,2023,9,overview
Brazil,282164016.21,8841839882.08,130996580.66,4104884835.39,413160596.87,-151167435.56,2023,9,overview
Mexico,55713828.73,1818283503.56,147540500.61,4815150286.14,203254329.34,91826671.88,2023,9,overview
Argentina,44299119.05,1498049567.37,30452981.62,1029819033.01,74752100.66,-13846137.43,2023,9,overview
Chile,44709582.11,1452915050.52,29070071.82,944682166.15,73779653.93,-15639510.28,2023,9,overview
South Africa,150010291.24,5232047114.39,160605140.58,5601573434.6,310615431.82,10594849.34,2023,9,overview
Nigeria,52590029.22,1718398764.83,114183244.34,3730979977.39,166773273.57,61593215.12,2023,9,overview
Kenya,48465225.17,1567116070.74,27569418.28,891453166.68,76034643.45,-20895806.89,2023,9,overview
Ghana,47940540.16,1650109914.78,33193466.41,1142516705.99,81134006.57,-14747073.75,2023,9,overview
Morocco,52663846.45,1649642825.89,30270065.04,948179804.53,82933911.49,-22393781.41,2023,9,overview
Algeria,48837354.87,1519457236.37,31682588.86,985727810.89,80519943.73,-17154766.01,2023,9,overview
Libya,51495288.57,1781362354.73,34862776.9,1205998452.88,86358065.47,-16632511.67,2023,9,overview
Tanzania,54542994.21,1879109668.99,29913532.74,1030577976.52,84456526.95,-24629461.47,2023,9,overview
Australia,554232184.8,18833686546.16,833916578.31,28337804754.7,1388148763.11,279684393.51,2023,9,overview
New Zealand,50136451.8,1613983769.39,32495249.45,1046081310.33,82631701.25,-17641202.35,2023,9,overview
Saudi Arabia,1489373522.81,46849113273.94,253924514.75,7987343787.55,1743298037.56,-1235449008.05,2023,10,overview
United Arab Emirates,1231559750.34,42575552358.7,173877090.3,6011006092.08,1405436840.64,-1057682660.04,2023,10,overview
Kuwait,607056502.34,19273096687.26,28979855.89,920065203.71,636036358.23,-578076646.46,2023,10,overview
Qatar,494541773.53,16726198235.31,31905037.89,1079079699.75,526446811.42,-462636735.63,2023,10,overview
Iran,142665812.99,4848547310.64,37591014.43,1277543709.38,180256827.42,-105074798.56,2023,10,overview
Iraq,332412466.85,11031317785.13,30384933.73,1008343227.86,362797400.58,-302027533.13,2023,10,overview
